ds,yhat,sku_id,qty_total,revenue,price,forecasted_revenue,abs_error,pct_error,weighted_error
2025-02-17,3.087607402831675,599703217,2,820.8,410.4,1267.1540781221192,1.087607402831675,0.5438037014158374,892.7081562442387
2025-02-24,2.1540023741762013,599703217,1,273.6,273.6,589.3350495746088,1.1540023741762013,1.1540023741762013,315.7350495746087
2025-02-17,0.18478112254901868,20377431146,0,0.0,0.0,0.0,0.18478112254901868,,0.0
2025-02-24,0.23908726353774287,20377431146,0,0.0,0.0,0.0,0.23908726353774287,,0.0
2025-02-17,0.2650394441926964,45431124522,1,0.0,0.0,0.0,0.7349605558073036,0.7349605558073036,0.0
2025-02-24,0.3121964061704118,45431124522,0,749.7,0.0,0.0,0.3121964061704118,,234.05364570595773
2025-02-17,0.38286124927333137,24738070995,1,0.0,0.0,0.0,0.6171387507266686,0.6171387507266686,0.0
2025-02-24,0.4624602371912801,24738070995,0,0.0,0.0,0.0,0.4624602371912801,,0.0
2025-02-17,0.7094717411529435,24738579136,0,0.0,0.0,0.0,0.7094717411529435,,0.0
2025-02-24,0.7925072907685616,24738579136,0,0.0,0.0,0.0,0.7925072907685616,,0.0
2025-02-17,1.4433506508798093,33571814593,2,0.0,0.0,0.0,0.5566493491201907,0.27832467456009535,0.0
2025-02-24,1.290913931402857,33571814593,0,3749.7,0.0,0.0,1.290913931402857,,4840.539968581293
2025-02-17,0.3973991496749262,33750536246,1,1722.6,1722.6,684.5597752300278,0.6026008503250738,0.6026008503250738,1038.0402247699722
2025-02-24,0.4935653517077406,33750536246,6,0.0,0.0,0.0,5.5064346482922595,0.91773910804871,0.0
2025-02-17,0.7680404147531634,33750613973,0,0.0,0.0,0.0,0.7680404147531634,,0.0
2025-02-24,0.9251801933202941,33750613973,2,3445.2,1722.6,1593.7154010135384,1.074819806679706,0.537409903339853,3702.9691979729228
2025-02-17,43.1724732235236,34126797120,16,48594.3,3037.14375,131121.00722286708,27.172473223523603,1.6982795764702252,1320427.3155658732
2025-02-24,37.71589615207931,34126797120,20,35096.1,1754.8049999999998,66184.04314714952,17.71589615207931,0.8857948076039655,621758.8629429906
2025-02-17,35.78539972791046,34126805261,26,59027.4,2270.2846153846153,81243.04245766392,9.785399727910459,0.3763615279965561,577606.7038992619
2025-02-24,38.86733415687971,34126805261,39,59048.1,1514.053846153846,58847.23676997048,0.13266584312029295,0.0034016882851357166,7833.665971151369
2025-02-17,1.1584743660478125,45995668920,1,498.6,498.6,577.6153189114393,0.1584743660478125,0.1584743660478125,79.01531891143932
2025-02-24,0.9406952455636584,45995668920,0,498.6,0.0,0.0,0.9406952455636584,,469.0306494380401
2025-02-17,0.20064430644385803,25223257610,0,0.0,0.0,0.0,0.20064430644385803,,0.0
2025-02-24,0.19051565213757443,25223257610,0,0.0,0.0,0.0,0.19051565213757443,,0.0
2025-02-17,0.33412265778327616,25223743696,0,0.0,0.0,0.0,0.33412265778327616,,0.0
2025-02-24,0.22729074796531168,25223743696,0,0.0,0.0,0.0,0.22729074796531168,,0.0
2025-02-17,0.048439072460567556,25223744190,0,0.0,0.0,0.0,0.048439072460567556,,0.0
2025-02-24,0.08114572021224248,25223744190,0,0.0,0.0,0.0,0.08114572021224248,,0.0
2025-02-17,-0.7254852707664707,25671218131,0,0.0,0.0,-0.0,0.7254852707664707,,0.0
2025-02-24,-0.5056129847517171,25671218131,0,0.0,0.0,-0.0,0.5056129847517171,,0.0
2025-02-17,-0.8693506544018659,25671218642,1,6599.4,6599.4,-5737.192708659673,1.8693506544018659,1.8693506544018659,12336.592708659673
2025-02-24,-0.35074860870535896,25671218642,1,2999.7,2999.7,-1052.140601533465,1.3507486087053588,1.3507486087053588,4051.840601533465
2025-02-17,0.022217019381649432,40000050358,0,0.0,0.0,0.0,0.022217019381649432,,0.0
2025-02-24,-0.0035993559904861465,40000050358,0,0.0,0.0,-0.0,0.0035993559904861465,,0.0
2025-02-17,2.083735374043885,40154920524,0,0.0,0.0,0.0,2.083735374043885,,0.0
2025-02-24,1.8014561203585753,40154920524,0,0.0,0.0,0.0,1.8014561203585753,,0.0
2025-02-17,1.0729848935901032,40154921194,0,0.0,0.0,0.0,1.0729848935901032,,0.0
2025-02-24,1.3225982977322601,40154921194,2,0.0,0.0,0.0,0.6774017022677399,0.33870085113386994,0.0
2025-02-17,0.136350445584633,35281682198,0,0.0,0.0,0.0,0.136350445584633,,0.0
2025-02-24,0.12848216893900638,35281682198,0,0.0,0.0,0.0,0.12848216893900638,,0.0
2025-02-17,4.598727932884435,35418350431,0,0.0,0.0,0.0,4.598727932884435,,0.0
2025-02-24,2.993498558157773,35418350431,1,2242.8,2242.8,6713.818566236254,1.993498558157773,1.993498558157773,4471.018566236254
2025-02-17,0.12102101012521471,43159436683,0,0.0,0.0,0.0,0.12102101012521471,,0.0
2025-02-24,0.09809606338191097,43159436683,2,1799.4,899.7,88.25702822470531,1.901903936618089,0.9509519683090445,3422.2859435505893
2025-02-17,4.005865210625583,35760802213,1,889.2,889.2,3562.0153452882682,3.0058652106255828,3.0058652106255828,2672.8153452882684
2025-02-24,3.913973924703298,35760802213,2,1333.8,666.9,2610.2292103846294,1.9139739247032979,0.9569869623516489,2552.8584207692584
2025-02-17,2.172666642798213,35760805589,8,1158.0,144.75,314.4934965450413,5.827333357201788,0.7284166696502234,6748.05202763967
2025-02-24,1.7462976688193237,35760805589,1,1220.4,1220.4,2131.1816750271028,0.7462976688193237,0.7462976688193237,910.7816750271027
2025-02-17,-0.22729683219201127,35760806438,0,0.0,0.0,-0.0,0.22729683219201127,,0.0
2025-02-24,-0.4456669905263776,35760806438,0,0.0,0.0,-0.0,0.4456669905263776,,0.0
2025-02-17,5.134979807660899,35760808536,0,0.0,0.0,0.0,5.134979807660899,,0.0
